"","x"
"4035"," 5355
"
"4036"," 5140
"
"4037"," 5120
"
"4038"," 340
"
"4039"," 
"
"4040"," Whiscash
"
"4041"," Water 2
"
"4042"," —
"
"4043"," 20
"
"4044"," —
"
"4045"," 5376
"
"4046"," 5355
"
"4047"," 5140
"
"4048"," 5120
"
"4049"," 341
"
"4050"," 
"
"4051"," Corphish
"
"4052"," Water 1
"
"4053"," Water 3
"
"4054"," 15
"
"4055"," —
"
"4056"," 4096
"
"4057"," 4080
"
"4058"," 3855
"
"4059"," 3840
"
"4060"," 342
"
"4061"," 
"
"4062"," Crawdaunt
"
"4063"," Water 1
"
"4064"," Water 3
"
"4065"," 15
"
"4066"," —
"
"4067"," 4096
"
"4068"," 4080
"
"4069"," 3855
"
"4070"," 3840
"
"4071"," 343
"
"4072"," 
"
"4073"," Baltoy
"
"4074"," Mineral
"
"4075"," —
"
"4076"," 20
"
"4077"," —
"
"4078"," 5376
"
"4079"," 5355
"
"4080"," 5140
"
"4081"," 5120
"
"4082"," 344
"
"4083"," 
"
"4084"," Claydol
"
"4085"," Mineral
"
"4086"," —
"
"4087"," 20
"
"4088"," —
"
"4089"," 5376
"
"4090"," 5355
"
"4091"," 5140
"
"4092"," 5120
"
"4093"," 345
"
"4094"," 
"
"4095"," Lileep
"
"4096"," Water 3
"
"4097"," —
"
"4098"," 30
"
"4099"," —
"
"4100"," 7936
"
"4101"," 7905
"
"4102"," 7710
"
"4103"," 7680
"
"4104"," 346
"
"4105"," 
"
"4106"," Cradily
"
"4107"," Water 3
"
"4108"," —
"
"4109"," 30
"
"4110"," —
"
"4111"," 7936
"
"4112"," 7905
"
"4113"," 7710
"
"4114"," 7680
"
"4115"," 347
"
"4116"," 
"
"4117"," Anorith
"
"4118"," Water 3
"
"4119"," —
"
"4120"," 30
"
"4121"," —
"
"4122"," 7936
"
"4123"," 7905
"
"4124"," 7710
"
"4125"," 7680
"
"4126"," 348
"
"4127"," 
"
"4128"," Armaldo
"
"4129"," Water 3
"
"4130"," —
"
"4131"," 30
"
"4132"," —
"
"4133"," 7936
"
"4134"," 7905
"
"4135"," 7710
"
"4136"," 7680
"
"4137"," 349
"
"4138"," 
"
"4139"," Feebas
"
"4140"," Water 1
"
"4141"," Dragon
"
"4142"," 20
"
"4143"," —
"
"4144"," 5376
"
"4145"," 5355
"
"4146"," 5140
"
"4147"," 5120
"
"4148"," 350
"
"4149"," 
"
"4150"," Milotic
"
"4151"," Water 1
"
"4152"," Dragon
"
"4153"," 20
"
"4154"," —
"
"4155"," 5376
"
"4156"," 5355
"
"4157"," 5140
"
"4158"," 5120
"
"4159"," 351
"
"4160"," 
"
"4161"," Castform
"
"4162"," Fairy
"
"4163"," Amorphous
"
"4164"," 25
"
"4165"," —
"
"4166"," 6656
"
"4167"," 6630
"
"4168"," 6425
"
"4169"," 6400
"
"4170"," 352
"
"4171"," 
"
"4172"," Kecleon
"
"4173"," Field
"
"4174"," —
"
"4175"," 20
"
"4176"," —
"
"4177"," 5376
"
"4178"," 5355
"
"4179"," 5140
"
"4180"," 5120
"
"4181"," 353
"
"4182"," 
"
"4183"," Shuppet
"
"4184"," Amorphous
"
"4185"," —
"
"4186"," 25
"
"4187"," —
"
"4188"," 6656
"
"4189"," 6630
"
"4190"," 6425
"
"4191"," 6400
"
"4192"," 354
"
"4193"," 
"
"4194"," Banette
"
"4195"," Amorphous
"
"4196"," —
"
"4197"," 25
"
"4198"," —
"
"4199"," 6656
"
"4200"," 6630
"
"4201"," 6425
"
"4202"," 6400
"
"4203"," 355
"
"4204"," 
"
"4205"," Duskull
"
"4206"," Amorphous
"
"4207"," —
"
"4208"," 25
"
"4209"," —
"
"4210"," 6656
"
"4211"," 6630
"
"4212"," 6425
"
"4213"," 6400
"
"4214"," 356
"
"4215"," 
"
"4216"," Dusclops
"
"4217"," Amorphous
"
"4218"," —
"
"4219"," 25
"
"4220"," —
"
"4221"," 6656
"
"4222"," 6630
"
"4223"," 6425
"
"4224"," 6400
"
"4225"," 477
"
"4226"," 
"
"4227"," Dusknoir
"
"4228"," Amorphous
"
"4229"," —
"
"4230"," 25
"
"4231"," —
"
"4232"," —
"
"4233"," 6630
"
"4234"," 6425
"
"4235"," 6400
"
"4236"," 357
"
"4237"," 
"
"4238"," Tropius
"
"4239"," Monster
"
"4240"," Grass
"
"4241"," 25
"
"4242"," —
"
"4243"," 6656
"
"4244"," 6630
"
"4245"," 6425
"
"4246"," 6400
"
"4247"," 433
"
"4248"," 
"
"4249"," Chingling
"
"4250"," Undiscovered
"
"4251"," —
"
"4252"," 25
"
"4253"," —
"
"4254"," —
"
"4255"," 6630
"
"4256"," 6425
"
"4257"," 6400
"
"4258"," 358
"
"4259"," 
"
"4260"," Chimecho
"
"4261"," Amorphous
"
"4262"," —
"
"4263"," 25
"
"4264"," —
"
"4265"," 6656
"
"4266"," 6630
"
"4267"," 6425
"
"4268"," 6400
"
"4269"," 359
"
"4270"," 
"
"4271"," Absol
"
"4272"," Field
"
"4273"," —
"
"4274"," 25
"
"4275"," —
"
"4276"," 6656
"
"4277"," 6630
"
"4278"," 6425
"
"4279"," 6400
"
"4280"," 361
"
"4281"," 
"
"4282"," Snorunt
"
"4283"," Fairy
"
"4284"," Mineral
"
"4285"," 20
"
"4286"," —
"
"4287"," 5376
"
"4288"," 5355
"
"4289"," 5140
"
"4290"," 5120
"
"4291"," 362
"
"4292"," 
"
"4293"," Glalie
"
"4294"," Fairy
"
"4295"," Mineral
"
"4296"," 20
"
"4297"," —
"
"4298"," 5376
"
"4299"," 5355
"
"4300"," 5140
"
"4301"," 5120
"
"4302"," 478
"
"4303"," 
"
"4304"," Froslass
"
"4305"," Fairy
"
"4306"," Mineral
"
"4307"," 20
"
"4308"," —
"
"4309"," —
"
"4310"," 5355
"
"4311"," 5140
"
"4312"," 5120
"
"4313"," 363
"
"4314"," 
"
"4315"," Spheal
"
"4316"," Water 1
"
"4317"," Field
"
"4318"," 20
"
"4319"," —
"
"4320"," 5376
"
"4321"," 5355
"
"4322"," 5140
"
"4323"," 5120
"
"4324"," 364
"
"4325"," 
"
"4326"," Sealeo
"
"4327"," Water 1
"
"4328"," Field
"
"4329"," 20
"
"4330"," —
"
"4331"," 5376
"
"4332"," 5355
"
"4333"," 5140
"
"4334"," 5120
"
"4335"," 365
"
"4336"," 
"
"4337"," Walrein
"
"4338"," Water 1
"
"4339"," Field
"
"4340"," 20
"
"4341"," —
"
"4342"," 5376
"
"4343"," 5355
"
"4344"," 5140
"
"4345"," 5120
"
"4346"," 366
"
"4347"," 
"
"4348"," Clamperl
"
"4349"," Water 1
"
"4350"," —
"
"4351"," 20
"
"4352"," —
"
"4353"," 5376
"
"4354"," 5355
"
"4355"," 5140
"
"4356"," 5120
"
"4357"," 367
"
"4358"," 
"
"4359"," Huntail
"
"4360"," Water 1
"
"4361"," —
"
"4362"," 20
"
"4363"," —
"
"4364"," 5376
"
"4365"," 5355
"
"4366"," 5140
"
"4367"," 5120
"
"4368"," 368
"
"4369"," 
"
"4370"," Gorebyss
"
"4371"," Water 1
"
"4372"," —
"
"4373"," 20
"
"4374"," —
"
"4375"," 5376
"
"4376"," 5355
"
"4377"," 5140
"
"4378"," 5120
"
"4379"," 369
"
"4380"," 
"
"4381"," Relicanth
"
"4382"," Water 1
"
"4383"," Water 2
"
"4384"," 40
"
"4385"," —
"
"4386"," 10496
"
"4387"," 10455
"
"4388"," 10280
"
"4389"," 10240
"
"4390"," 370
"
"4391"," 
"
"4392"," Luvdisc
"
"4393"," Water 2
"
"4394"," —
"
"4395"," 20
"
"4396"," —
"
"4397"," 5376
"
"4398"," 5355
"
"4399"," 5140
"
"4400"," 5120
"
"4401"," 371
"
"4402"," 
"
"4403"," Bagon
"
"4404"," Dragon
"
"4405"," —
"
"4406"," 40
"
"4407"," —
"
"4408"," 10496
"
"4409"," 10455
"
"4410"," 10280
"
"4411"," 10240
"
"4412"," 372
"
"4413"," 
"
"4414"," Shelgon
"
"4415"," Dragon
"
"4416"," —
"
"4417"," 40
"
"4418"," —
"
"4419"," 10496
"
"4420"," 10455
"
"4421"," 10280
"
"4422"," 10240
"
"4423"," 373
"
"4424"," 
"
"4425"," Salamence
"
"4426"," Dragon
"
"4427"," —
"
"4428"," 40
"
"4429"," —
"
"4430"," 10496
"
"4431"," 10455
"
"4432"," 10280
"
"4433"," 10240
"
"4434"," 374
"
"4435"," 
"
"4436"," Beldum
"
"4437"," Mineral
"
"4438"," —
"
"4439"," 40
"
"4440"," —
"
"4441"," 10496
"
"4442"," 10455
"
"4443"," 10280
"
"4444"," 10240
"
"4445"," 375
"
"4446"," 
"
"4447"," Metang
"
"4448"," Mineral
"
"4449"," —
"
"4450"," 40
"
"4451"," —
"
"4452"," 10496
"
"4453"," 10455
"
"4454"," 10280
"
"4455"," 10240
"
"4456"," 376
"
"4457"," 
"
"4458"," Metagross
"
"4459"," Mineral
"
"4460"," —
"
"4461"," 40
"
"4462"," —
"
"4463"," 10496
"
"4464"," 10455
"
"4465"," 10280
"
"4466"," 10240
"
"4467"," 377
"
"4468"," 
"
"4469"," Regirock
"
"4470"," Undiscovered
"
"4471"," —
"
"4472"," 80
"
"4473"," —
"
"4474"," 20736
"
"4475"," 20655
"
"4476"," 20560
"
"4477"," 20480
"
"4478"," 378
"
"4479"," 
"
"4480"," Regice
"
"4481"," Undiscovered
"
"4482"," —
"
"4483"," 80
"
"4484"," —
"
"4485"," 20736
"
"4486"," 20655
"
"4487"," 20560
"
"4488"," 20480
"
"4489"," 379
"
"4490"," 
"
"4491"," Registeel
"
"4492"," Undiscovered
"
"4493"," —
"
"4494"," 80
"
"4495"," —
"
"4496"," 20736
"
"4497"," 20655
"
"4498"," 20560
"
"4499"," 20480
"
"4500"," 380
"
"4501"," 
"
"4502"," Latias
"
"4503"," Undiscovered
"
"4504"," —
"
"4505"," 120
"
"4506"," —
"
"4507"," 30976
"
"4508"," 30855
"
"4509"," 30840
"
"4510"," 30720
"
"4511"," 381
"
"4512"," 
"
"4513"," Latios
"
"4514"," Undiscovered
"
"4515"," —
"
"4516"," 120
"
"4517"," —
"
"4518"," 30976
"
"4519"," 30855
"
"4520"," 30840
"
"4521"," 30720
"
"4522"," 382
"
"4523"," 
"
"4524"," Kyogre
"
"4525"," Undiscovered
"
"4526"," —
"
"4527"," 120
"
"4528"," —
"
"4529"," 30976
"
"4530"," 30855
"
"4531"," 30840
"
"4532"," 30720
"
"4533"," 383
"
"4534"," 
"
"4535"," Groudon
"
"4536"," Undiscovered
"
"4537"," —
"
"4538"," 120
"
"4539"," —
"
"4540"," 30976
"
"4541"," 30855
"
"4542"," 30840
"
"4543"," 30720
"
"4544"," 384
"
"4545"," 
"
"4546"," Rayquaza
"
"4547"," Undiscovered
"
"4548"," —
"
"4549"," 120
"
"4550"," —
"
"4551"," 30976
"
"4552"," 30855
"
"4553"," 30840
"
"4554"," 30720
"
"4555"," 385
"
"4556"," 
"
"4557"," Jirachi
"
"4558"," Undiscovered
"
"4559"," —
"
"4560"," 120
"
"4561"," —
"
"4562"," 30976
"
"4563"," 30855
"
"4564"," 30840
"
"4565"," 30720
"
"4566"," 386
"
"4567"," 
"
"4568"," Deoxys
"
"4569"," Undiscovered
"
"4570"," —
"
"4571"," 120
"
"4572"," —
"
"4573"," 30976
"
"4574"," 30855
"
"4575"," 30840
"
"4576"," 30720
"
"4577"," 387
"
"4578"," 
"
"4579"," Turtwig
"
"4580"," Monster
"
"4581"," Grass
"
"4582"," 20
"
"4583"," —
"
"4584"," —
"
"4585"," 5355
"
"4586"," 5140
"
"4587"," 5120
"
"4588"," 388
"
"4589"," 
"
"4590"," Grotle
"
"4591"," Monster
"
"4592"," Grass
"
"4593"," 20
"
"4594"," —
"
"4595"," —
"
"4596"," 5355
"
"4597"," 5140
"
"4598"," 5120
"
"4599"," 389
"
"4600"," 
"
"4601"," Torterra
"
"4602"," Monster
"
"4603"," Grass
"
"4604"," 20
"
"4605"," —
"
"4606"," —
"
"4607"," 5355
"
"4608"," 5140
"
"4609"," 5120
"
"4610"," 390
"
"4611"," 
"
"4612"," Chimchar
"
"4613"," Field
"
"4614"," Human-Like
"
"4615"," 20
"
"4616"," —
"
"4617"," —
"
"4618"," 5355
"
"4619"," 5140
"
"4620"," 5120
"
"4621"," 391
"
"4622"," 
"
"4623"," Monferno
"
"4624"," Field
"
"4625"," Human-Like
"
"4626"," 20
"
"4627"," —
"
"4628"," —
"
"4629"," 5355
"
"4630"," 5140
"
"4631"," 5120
"
"4632"," 392
"
"4633"," 
"
"4634"," Infernape
"
"4635"," Field
"
"4636"," Human-Like
"
"4637"," 20
"
"4638"," —
"
"4639"," —
"
"4640"," 5355
"
"4641"," 5140
"
"4642"," 5120
"
"4643"," 393
"
"4644"," 
"
"4645"," Piplup
"
"4646"," Water 1
"
"4647"," Field
"
"4648"," 20
"
"4649"," —
"
"4650"," —
"
"4651"," 5355
"
"4652"," 5140
"
"4653"," 5120
"
"4654"," 394
"
"4655"," 
"
"4656"," Prinplup
"
"4657"," Water 1
"
"4658"," Field
"
"4659"," 20
"
"4660"," —
"
"4661"," —
"
"4662"," 5355
"
"4663"," 5140
"
"4664"," 5120
"
"4665"," 395
"
"4666"," 
"
"4667"," Empoleon
"
"4668"," Water 1
"
"4669"," Field
"
"4670"," 20
"
"4671"," —
"
"4672"," —
"
"4673"," 5355
"
"4674"," 5140
"
"4675"," 5120
"
"4676"," 396
"
"4677"," 
"
"4678"," Starly
"
"4679"," Flying
"
"4680"," —
"
"4681"," 15
"
"4682"," —
"
"4683"," —
"
"4684"," 4080
"
"4685"," 3855
"
"4686"," 3840
"
"4687"," 397
"
"4688"," 
"
"4689"," Staravia
"
"4690"," Flying
"
"4691"," —
"
"4692"," 15
"
"4693"," —
"
"4694"," —
"
"4695"," 4080
"
"4696"," 3855
"
"4697"," 3840
"
"4698"," 398
"
"4699"," 
"
"4700"," Staraptor
"
"4701"," Flying
"
"4702"," —
"
"4703"," 15
"
"4704"," —
"
"4705"," —
"
"4706"," 4080
"
"4707"," 3855
"
"4708"," 3840
"
"4709"," 399
"
"4710"," 
"
"4711"," Bidoof
"
"4712"," Water 1
"
"4713"," Field
"
"4714"," 15
"
"4715"," —
"
"4716"," —
"
"4717"," 4080
"
"4718"," 3855
"
"4719"," 3840
"
"4720"," 400
"
"4721"," 
"
"4722"," Bibarel
"
"4723"," Water 1
"
"4724"," Field
"
"4725"," 15
"
"4726"," —
"
"4727"," —
"
"4728"," 4080
"
"4729"," 3855
"
"4730"," 3840
"
"4731"," 401
"
"4732"," 
"
"4733"," Kricketot
"
"4734"," Bug
"
"4735"," —
"
"4736"," 15
"
"4737"," —
"
"4738"," —
"
"4739"," 4080
"
"4740"," 3855
"
"4741"," 3840
"
"4742"," 402
"
"4743"," 
"
"4744"," Kricketune
"
"4745"," Bug
"
"4746"," —
"
"4747"," 15
"
"4748"," —
"
"4749"," —
"
"4750"," 4080
"
"4751"," 3855
"
"4752"," 3840
"
"4753"," 403
"
"4754"," 
"
"4755"," Shinx
"
"4756"," Field
"
"4757"," —
"
"4758"," 20
"
"4759"," —
"
"4760"," —
"
"4761"," 5355
"
"4762"," 5140
"
"4763"," 5120
"
"4764"," 404
"
"4765"," 
"
"4766"," Luxio
"
"4767"," Field
"
"4768"," —
"
"4769"," 20
"
"4770"," —
"
"4771"," —
"
"4772"," 5355
"
"4773"," 5140
"
"4774"," 5120
"
"4775"," 405
"
"4776"," 
"
"4777"," Luxray
"
"4778"," Field
"
"4779"," —
"
"4780"," 20
"
"4781"," —
"
"4782"," —
"
"4783"," 5355
"
"4784"," 5140
"
"4785"," 5120
"
"4786"," 408
"
"4787"," 
"
"4788"," Cranidos
"
"4789"," Monster
"
"4790"," —
"
"4791"," 30
"
"4792"," —
"
"4793"," —
"
"4794"," 7905
"
"4795"," 7710
"
"4796"," 7680
"
"4797"," 409
"
"4798"," 
"
"4799"," Rampardos
"
"4800"," Monster
"
"4801"," —
"
"4802"," 30
"
"4803"," —
"
"4804"," —
"
"4805"," 7905
"
"4806"," 7710
"
"4807"," 7680
"
"4808"," 410
"
"4809"," 
"
"4810"," Shieldon
"
"4811"," Monster
"
"4812"," —
"
"4813"," 30
"
"4814"," —
"
"4815"," —
"
"4816"," 7905
"
"4817"," 7710
"
"4818"," 7680
"
"4819"," 411
"
"4820"," 
"
"4821"," Bastiodon
"
"4822"," Monster
"
"4823"," —
"
"4824"," 30
"
"4825"," —
"
"4826"," —
"
"4827"," 7905
"
"4828"," 7710
"
"4829"," 7680
"
"4830"," 412
"
"4831"," 
"
"4832"," Burmy
"
"4833"," Bug
"
"4834"," —
"
"4835"," 15
"
"4836"," —
"
"4837"," —
"
"4838"," 4080
"
"4839"," 3855
"
"4840"," 3840
"
"4841"," 413
"
"4842"," 
"
"4843"," Wormadam
"
"4844"," Bug
"
"4845"," —
"
"4846"," 15
"
"4847"," —
"
"4848"," —
"
"4849"," 4080
"
"4850"," 3855
"
"4851"," 3840
"
"4852"," 414
"
"4853"," 
"
"4854"," Mothim
"
"4855"," Bug
"
"4856"," —
"
"4857"," 15
"
"4858"," —
"
"4859"," —
"
"4860"," 4080
"
"4861"," 3855
"
"4862"," 3840
"
"4863"," 415
"
"4864"," 
"
"4865"," Combee
"
"4866"," Bug
"
"4867"," —
"
"4868"," 15
"
"4869"," —
"
"4870"," —
"
"4871"," 4080
"
"4872"," 3855
"
"4873"," 3840
"
"4874"," 416
"
"4875"," 
"
"4876"," Vespiquen
"
"4877"," Bug
"
"4878"," —
"
"4879"," 15
"
"4880"," —
"
"4881"," —
"
"4882"," 4080
"
"4883"," 3855
"
"4884"," 3840
"
"4885"," 417
"
"4886"," 
"
"4887"," Pachirisu
"
"4888"," Field
"
"4889"," Fairy
"
"4890"," 10
"
"4891"," —
"
"4892"," —
"
"4893"," 2805
"
"4894"," 2570
"
"4895"," 2560
"
"4896"," 418
"
"4897"," 
"
"4898"," Buizel
"
"4899"," Water 1
"
"4900"," Field
"
"4901"," 20
"
"4902"," —
"
"4903"," —
"
"4904"," 5355
"
"4905"," 5140
"
"4906"," 5120
"
"4907"," 419
"
"4908"," 
"
"4909"," Floatzel
"
"4910"," Water 1
"
"4911"," Field
"
"4912"," 20
"
"4913"," —
"
"4914"," —
"
"4915"," 5355
"
"4916"," 5140
"
"4917"," 5120
"
"4918"," 420
"
"4919"," 
"
"4920"," Cherubi
"
"4921"," Fairy
"
"4922"," Grass
"
"4923"," 20
"
"4924"," —
"
"4925"," —
"
"4926"," 5355
"
"4927"," 5140
"
"4928"," 5120
"
"4929"," 421
"
"4930"," 
"
"4931"," Cherrim
"
"4932"," Fairy
"
"4933"," Grass
"
"4934"," 20
"
"4935"," —
"
"4936"," —
"
"4937"," 5355
"
"4938"," 5140
"
"4939"," 5120
"
"4940"," 422
"
"4941"," 
"
"4942"," Shellos
"
"4943"," Water 1
"
"4944"," Amorphous
"
"4945"," 20
"
"4946"," —
"
"4947"," —
"
"4948"," 5355
"
"4949"," 5140
"
"4950"," 5120
"
"4951"," 423
"
"4952"," 
"
"4953"," Gastrodon
"
"4954"," Water 1
"
"4955"," Amorphous
"
"4956"," 20
"
"4957"," —
"
"4958"," —
"
"4959"," 5355
"
"4960"," 5140
"
"4961"," 5120
"
"4962"," 425
"
"4963"," 
"
"4964"," Drifloon
"
"4965"," Amorphous
"
"4966"," —
"
"4967"," 30
"
"4968"," —
"
"4969"," —
"
"4970"," 7905
"
"4971"," 7710
"
"4972"," 7680
"
"4973"," 426
"
"4974"," 
"
"4975"," Drifblim
"
"4976"," Amorphous
"
"4977"," —
"
"4978"," 30
"
"4979"," —
"
"4980"," —
"
"4981"," 7905
"
"4982"," 7710
"
"4983"," 7680
"
"4984"," 427
"
"4985"," 
"
"4986"," Buneary
"
"4987"," Field
"
"4988"," Human-Like
"
"4989"," 20
"
"4990"," —
"
"4991"," —
"
"4992"," 5355
"
"4993"," 5140
"
"4994"," 5120
"
"4995"," 428
"
"4996"," 
"
"4997"," Lopunny
"
"4998"," Field
"
"4999"," Human-Like
"
"5000"," 20
"
"5001"," —
"
"5002"," —
"
"5003"," 5355
"
"5004"," 5140
"
"5005"," 5120
"
"5006"," 431
"
"5007"," 
"
"5008"," Glameow
"
"5009"," Field
"
"5010"," —
"
"5011"," 20
"
"5012"," —
"
"5013"," —
"
"5014"," 5355
"
"5015"," 5140
"
"5016"," 5120
"
"5017"," 432
"
"5018"," 
"
"5019"," Purugly
"
"5020"," Field
"
"5021"," —
"
"5022"," 20
"
"5023"," —
"
"5024"," —
"
"5025"," 5355
"
"5026"," 5140
"
"5027"," 5120
"
"5028"," 434
"
"5029"," 
"
"5030"," Stunky
"
"5031"," Field
"
"5032"," —
"
"5033"," 20
"
"5034"," —
"
"5035"," —
"
"5036"," 5355
"
"5037"," 5140
"
"5038"," 5120
"
"5039"," 435
"
"5040"," 
"
"5041"," Skuntank
"
"5042"," Field
"
"5043"," —
"
"5044"," 20
"
"5045"," —
"
"5046"," —
"
"5047"," 5355
"
"5048"," 5140
"
"5049"," 5120
"
"5050"," 436
"
"5051"," 
"
"5052"," Bronzor
"
"5053"," Mineral
"
"5054"," —
"
"5055"," 20
"
"5056"," —
"
"5057"," —
"
"5058"," 5355
"
"5059"," 5140
"
"5060"," 5120
"
"5061"," 437
"
"5062"," 
"
"5063"," Bronzong
"
"5064"," Mineral
"
"5065"," —
"
"5066"," 20
"
"5067"," —
"
"5068"," —
"
"5069"," 5355
"
"5070"," 5140
"
"5071"," 5120
"
"5072"," 441
"
"5073"," 
"
"5074"," Chatot
"
"5075"," Flying
"
"5076"," —
"
"5077"," 20
"
"5078"," —
"
"5079"," —
"
"5080"," 5355
"
"5081"," 5140
"
"5082"," 5120
"
"5083"," 442
"
"5084"," 
"
"5085"," Spiritomb
"
"5086"," Amorphous
"
"5087"," —
"
"5088"," 30
"
"5089"," —
"
"5090"," —
"
"5091"," 7905
"
"5092"," 7710
"
"5093"," 7680
"
"5094"," 443
"
"5095"," 
"
"5096"," Gible
"
"5097"," Monster
"
"5098"," Dragon
"
"5099"," 40
"
"5100"," —
"
"5101"," —
"
"5102"," 10455
"
"5103"," 10280
"
"5104"," 10240
"
"5105"," 444
"
"5106"," 
"
"5107"," Gabite
"
"5108"," Monster
"
"5109"," Dragon
"
"5110"," 40
"
"5111"," —
"
"5112"," —
"
"5113"," 10455
"
"5114"," 10280
"
"5115"," 10240
"
"5116"," 445
"
"5117"," 
"
"5118"," Garchomp
"
"5119"," Monster
"
"5120"," Dragon
"
"5121"," 40
"
"5122"," —
"
"5123"," —
"
"5124"," 10455
"
"5125"," 10280
"
"5126"," 10240
"
"5127"," 447
"
"5128"," 
"
"5129"," Riolu
"
"5130"," Undiscovered
"
"5131"," —
"
"5132"," 25
"
"5133"," —
"
"5134"," —
"
"5135"," 6630
"
"5136"," 6425
"
"5137"," 6400
"
"5138"," 448
"
"5139"," 
"
"5140"," Lucario
"
"5141"," Field
"
"5142"," Human-Like
"
"5143"," 25
"
"5144"," —
"
"5145"," —
"
"5146"," 6630
"
"5147"," 6425
"
"5148"," 6400
"
"5149"," 449
"
"5150"," 
"
"5151"," Hippopotas
"
"5152"," Field
"
"5153"," —
"
"5154"," 30
"
"5155"," —
"
"5156"," —
"
"5157"," 7905
"
"5158"," 7710
"
"5159"," 7680
"
"5160"," 450
"
"5161"," 
"
"5162"," Hippowdon
"
"5163"," Field
"
"5164"," —
"
"5165"," 30
"
"5166"," —
"
"5167"," —
"
"5168"," 7905
"
"5169"," 7710
"
"5170"," 7680
"
"5171"," 451
"
"5172"," 
"
"5173"," Skorupi
"
"5174"," Bug
"
"5175"," Water 3
"
"5176"," 20
"
"5177"," —
"
"5178"," —
"
"5179"," 5355
"
"5180"," 5140
"
"5181"," 5120
"
"5182"," 452
"
"5183"," 
"
"5184"," Drapion
"
"5185"," Bug
"
"5186"," Water 3
"
"5187"," 20
"
"5188"," —
"
"5189"," —
"
"5190"," 5355
"
"5191"," 5140
"
"5192"," 5120
"
"5193"," 453
"
"5194"," 
"
"5195"," Croagunk
"
"5196"," Human-Like
"
"5197"," —
"
"5198"," 10
"
"5199"," —
"
"5200"," —
"
"5201"," 2805
"
"5202"," 2570
"
"5203"," 2560
"
"5204"," 454
"
"5205"," 
"
"5206"," Toxicroak
"
"5207"," Human-Like
"
"5208"," —
"
"5209"," 20
"
"5210"," —
"
"5211"," —
"
"5212"," 5355
"
"5213"," 5140
"
"5214"," 5120
"
"5215"," 455
"
"5216"," 
"
"5217"," Carnivine
"
"5218"," Grass
"
"5219"," —
"
"5220"," 25
"
"5221"," —
"
"5222"," —
"
"5223"," 6630
"
"5224"," 6425
"
"5225"," 6400
"
"5226"," 456
"
"5227"," 
"
"5228"," Finneon
"
"5229"," Water 2
"
"5230"," —
"
"5231"," 20
"
"5232"," —
"
"5233"," —
"
"5234"," 5355
"
"5235"," 5140
"
"5236"," 5120
"
"5237"," 457
"
"5238"," 
"
"5239"," Lumineon
"
"5240"," Water 2
"
"5241"," —
"
"5242"," 20
"
"5243"," —
"
"5244"," —
"
"5245"," 5355
"
"5246"," 5140
"
"5247"," 5120
"
"5248"," 459
"
"5249"," 
"
"5250"," Snover
"
"5251"," Monster
"
"5252"," Grass
"
"5253"," 20
"
"5254"," —
"
"5255"," —
"
"5256"," 5355
"
"5257"," 5140
"
"5258"," 5120
"
"5259"," 460
"
"5260"," 
"
"5261"," Abomasnow
"
"5262"," Monster
"
"5263"," Grass
"
"5264"," 20
"
"5265"," —
"
"5266"," —
"
"5267"," 5355
"
"5268"," 5140
"
"5269"," 5120
"
"5270"," 479
"
"5271"," 
"
"5272"," Rotom
"
"5273"," Amorphous
"
"5274"," —
"
"5275"," 20
"
"5276"," —
"
"5277"," —
"
"5278"," 5355
"
"5279"," 5140
"
"5280"," 5120
"
"5281"," 480
"
"5282"," 
"
"5283"," Uxie
"
"5284"," Undiscovered
"
"5285"," —
"
"5286"," 80
"
"5287"," —
"
"5288"," —
"
"5289"," 20655
"
"5290"," 20560
"
"5291"," 20480
"
"5292"," 481
"
"5293"," 
"
"5294"," Mesprit
"
"5295"," Undiscovered
"
"5296"," —
"
"5297"," 80
"
"5298"," —
"
"5299"," —
"
"5300"," 20655
"
"5301"," 20560
"
"5302"," 20480
"
"5303"," 482
"
"5304"," 
"
"5305"," Azelf
"
"5306"," Undiscovered
"
"5307"," —
"
"5308"," 80
"
"5309"," —
"
"5310"," —
"
"5311"," 20655
"
"5312"," 20560
"
"5313"," 20480
"
"5314"," 483
"
"5315"," 
"
"5316"," Dialga
"
"5317"," Undiscovered
"
"5318"," —
"
"5319"," 120
"
"5320"," —
"
"5321"," —
"
"5322"," 30855
"
"5323"," 30840
"
"5324"," 30720
"
"5325"," 484
"
"5326"," 
"
"5327"," Palkia
"
"5328"," Undiscovered
"
"5329"," —
"
"5330"," 120
"
"5331"," —
"
"5332"," —
"
"5333"," 30855
"
"5334"," 30840
"
"5335"," 30720
"
"5336"," 485
"
"5337"," 
"
"5338"," Heatran
"
"5339"," Undiscovered
"
"5340"," —
"
"5341"," 10
"
"5342"," —
"
"5343"," —
"
"5344"," 2805
"
"5345"," 2570
"
"5346"," 2560
"
"5347"," 486
"
"5348"," 
"
"5349"," Regigigas
"
"5350"," Undiscovered
"
"5351"," —
"
"5352"," 120
"
"5353"," —
"
"5354"," —
"
"5355"," 30855
"
"5356"," 30840
"
"5357"," 30720
"
"5358"," 487
"
"5359"," 
"
"5360"," Giratina
"
"5361"," Undiscovered
"
"5362"," —
"
"5363"," 120
"
"5364"," —
"
"5365"," —
"
"5366"," 30855
"
"5367"," 30840
"
"5368"," 30720
"
"5369"," 488
"
"5370"," 
"
"5371"," Cresselia
"
